   DATE       CANADA     GERMANY    UK         JAPAN      FRANCE     ITALY      SWITZ
 11-10-82     1.2210     2.5768     1.6625     268.10     7.2760    1479.00     2.2170 
 11-17-82     1.2259     2.5735     1.6015     263.30     7.2735    1480.00     2.2035 
 11-24-82     1.2286     2.5270     1.5955     250.70     7.1380    1456.00     2.1655 
 12-01-82     1.2393     2.4665     1.6285     248.60     6.9700    1429.00     2.1110 
 12-08-82     1.2410     2.4335     1.6270     242.15     6.9025    1403.00     2.0660 
 12-15-82     1.2381     2.4510     1.6140     244.95     6.9560    1414.00     2.0920 
 12-22-82     1.2376     2.4050     1.6070     240.50     6.8175    1387.00     2.0190 
 12-29-82     1.2395     2.3730     1.6270     232.80     6.7250    1366.00     1.9950 
 01-05-83     1.2297     2.3490     1.6210     229.10     6.6610    1356.00     1.9575 
 01-12-83     1.2230     2.3605     1.5750     230.55     6.6980    1352.00     1.9460 
 01-19-83     1.2252     2.4140     1.5740     234.95     6.8460    1387.00     1.9760 
 01-26-83     1.2373     2.4260     1.5480     235.35     6.8730    1399.00     1.9875 
 02-02-83     1.2384     2.4945     1.5135     242.20     7.0700    1432.00     2.0485 
 02-09-83     1.2260     2.4310     1.5410     236.60     6.8970    1400.00     2.0210 
 02-16-83     1.2235     2.3880     1.5510     232.60     6.7700    1378.00     1.9785 
 02-23-83     1.2301     2.4180     1.5330     235.05     6.8660    1399.00     2.0360 
 03-02-83     1.2254     2.4315     1.5050     237.30     6.8950    1406.00     2.0545 
 03-09-83     1.2276     2.4065     1.5025     237.70     6.8775    1430.00     2.0620 
 03-16-83     1.2223     2.3810     1.5100     237.25     6.8350    1418.00     2.0500 
 03-23-83     1.2276     2.4245     1.4580     238.80     7.2675    1443.00     2.0870 
 03-30-83     1.2306     2.4275     1.4665     239.80     7.2775    1447.50     2.0840 
 04-06-83     1.2346     2.4125     1.5170     237.05     7.2330    1435.00     2.0450 
 04-13-83     1.2343     2.4415     1.5365     238.50     7.3180    1451.00     2.0560 
 04-20-83     1.2344     2.4612     1.5420     237.38     7.3805    1465.00     2.0730 
 04-27-83     1.2276     2.4485     1.5680     236.25     7.3425    1457.00     2.0525 
 05-04-83     1.2256     2.4470     1.5787     236.25     7.3840    1458.50     2.0570 
 05-11-83     1.2257     2.4370     1.5680     230.90     7.3300    1453.00     2.0240 
 05-18-83     1.2311     2.4645     1.5585     232.75     7.4090    1465.00     2.0230 
 05-25-83     1.2325     2.4897     1.5854     236.30     7.4710    1478.00     2.0730 
 06-01-83     1.2310     2.5480     1.5900     239.85     7.6690    1507.50     2.1090 
 06-08-83     1.2357     2.5677     1.5696     241.38     7.7250    1521.00     2.1315 
 06-15-83     1.2375     2.5675     1.5220     242.45     7.7160    1521.00     2.1375 
 06-22-83     1.2277     2.5217     1.5305     237.40     7.5825    1495.00     2.0815 
 06-29-83     1.2287     2.5440     1.5277     239.35     7.6420    1509.50     2.1060 
 07-06-83     1.2309     2.5676     1.5395     239.50     7.7110    1521.00     2.1250 
 07-13-83     1.2327     2.5848     1.5298     239.80     7.7730    1529.50     2.1125 
 07-20-83     1.2327     2.5770     1.5240     239.30     7.7470    1522.75     2.0995 
 07-27-83     1.2332     2.6245     1.5275     240.87     7.8880    1554.00     2.1150 
 08-03-83     1.2334     2.6613     1.5058     243.25     8.0060    1575.00     2.1540 
 08-10-83     1.2369     2.7248     1.4810     245.80     8.1980    1611.00     2.1955 
 08-17-83     1.2331     2.6405     1.5145     243.60     7.9425    1572.00     2.1410 
 08-24-83     1.2299     2.6360     1.5198     242.90     7.9350    1576.00     2.1465 
 08-31-83     1.2340     2.6970     1.4940     246.45     8.1150    1611.00     2.1870 
 09-07-83     1.2318     2.6880     1.4905     245.70     8.0920    1604.00     2.1810 
 09-14-83     1.2338     2.6867     1.4900     245.30     8.1100    1607.00     2.1850 
 09-21-83     1.2324     2.6665     1.5060     242.25     8.0590    1603.00     2.1610 
 09-28-83     1.2331     2.6455     1.4992     236.90     8.0220    1601.00     2.1330 
 10-05-83     1.2313     2.5960     1.4890     232.90     7.9380    1573.00     2.1015 
 10-12-83     1.2330     2.6135     1.5040     234.28     7.9900    1587.00     2.1230 
 10-19-83     1.2313     2.5850     1.5003     232.65     7.9025    1575.00     2.0995 
 10-26-83     1.2326     2.6175     1.4980     232.95     7.9770    1592.00     2.1230 
 11-02-83     1.2330     2.6452     1.4871     234.45     8.0460    1605.00     2.1505 
 11-09-83     1.2355     2.6675     1.4845     235.40     8.1220    1620.00     2.1675 
 11-16-83     1.2367     2.6865     1.4830     235.40     8.1660    1627.00     2.1665 
 11-23-83     1.2377     2.7025     1.4675     235.05     8.2300    1629.00     2.1790 
 11-30-83     1.2392     2.6990     1.4630     232.50     8.2040    1634.00     2.1615 
 12-07-83     1.2445     2.7355     1.4390     234.05     8.2950    1656.00     2.1905 
 12-14-83     1.2508     2.7665     1.4150     235.08     8.4525    1673.00     2.2125 
 12-21-83     1.2491     2.7690     1.4225     234.70     8.4600    1681.75     2.2105 
 12-28-83     1.2461     2.7515     1.4360     233.40     8.4165    1673.00     2.1890 
 01-04-84     1.2490     2.7880     1.4173     233.42     8.5100    1688.00     2.2330 
 01-11-84     1.2523     2.8395     1.3963     234.45     8.6910    1719.00     2.2530 
 01-18-84     1.2485     2.8030     1.4140     233.60     8.5740    1703.25     2.2325 
 01-25-84     1.2479     2.8230     1.4007     234.20     8.6325    1716.00     2.2440 
 02-01-84     1.2473     2.7920     1.4100     234.25     8.5465    1703.00     2.2350 
 02-08-84     1.2463     2.7535     1.4128     234.15     8.4600    1693.00     2.2295 
 02-15-84     1.2450     2.6672     1.4445     233.20     8.2250    1658.00     2.1970 
 02-22-84     1.2479     2.6625     1.4515     233.20     8.2150    1649.00     2.1940 
 02-29-84     1.2519     2.5983     1.4905     233.43     7.9950    1616.00     2.1680 
 03-07-84     1.2602     2.5550     1.4755     223.25     7.8700    1588.00     2.1160 
 03-14-84     1.2748     2.5655     1.4665     223.70     7.9100    1596.00     2.1280 
 03-21-84     1.2767     2.6470     1.4313     226.80     8.1475    1637.00     2.1767 
 03-28-84     1.2793     2.5915     1.4465     224.70     7.9825    1615.00     2.1580 
 04-04-84     1.2799     2.6215     1.4325     225.35     8.0550    1624.00     2.1715 
 04-11-84     1.2778     2.6095     1.4360     222.70     8.0250    1615.00     2.1655 
 04-18-84     1.2805     2.6460     1.4192     224.80     8.1450    1634.00     2.1903 
 04-25-84     1.2792     2.6805     1.4115     225.60     8.2300    1656.00     2.2160 
 05-02-84     1.2943     2.7265     1.3990     227.05     8.3740    1685.00     2.2477 
 05-09-84     1.2951     2.7680     1.3890     228.87     8.4960    1708.00     2.2800 
 05-16-84     1.2943     2.7460     1.3940     231.10     8.4240    1694.00     2.2680 
 05-23-84     1.2952     2.7585     1.3765     232.37     8.4870    1696.00     2.2775 
 05-30-84     1.2944     2.7360     1.3840     231.48     8.4025    1690.00     2.2650 
 06-06-84     1.2995     2.6780     1.4015     230.50     8.2400    1662.00     2.2335 
 06-13-84     1.3010     2.7155     1.3855     232.40     8.3555    1687.00     2.2710 
 06-20-84     1.3010     2.7790     1.3660     234.55     8.5250    1712.50     2.3060 
 06-27-84     1.3154     2.7965     1.3490     238.00     8.5850    1722.00     2.3320 
 07-05-84     1.3270     2.8292     1.3180     240.35     8.6800    1739.00     2.3740 
 07-11-84     1.3338     2.8410     1.3120     242.10     8.7170    1745.00     2.4030 
 07-18-84     1.3316     2.8630     1.3140     243.85     8.7860    1757.50     2.4215 
 07-25-84     1.3141     2.8520     1.3325     245.60     8.7550    1760.00     2.4340 
 08-01-84     1.3089     2.9180     1.3010     245.75     8.9560    1791.00     2.4650 
 08-08-84     1.3039     2.9055     1.3145     243.10     8.9150    1782.00     2.4450 
 08-15-84     1.3043     2.8785     1.3203     241.90     8.8300    1771.00     2.4115 
 08-22-84     1.3004     2.8800     1.3095     241.30     8.8400    1780.00     2.4005 
 08-29-84     1.2989     2.8770     1.3150     240.60     8.8275    1786.00     2.3910 
 09-05-84     1.3044     2.9540     1.2810     244.70     9.0630    1819.00     2.4640 
 09-12-84     1.3141     2.9980     1.2795     244.95     9.1990    1844.00     2.4900 
 09-19-84     1.3173     3.0960     1.2370     245.75     9.5090    1908.50     2.5345 
 09-26-84     1.3178     3.0420     1.2410     245.15     9.3400    1891.00     2.5080 
 10-03-84     1.3119     3.0160     1.2495     245.75     9.2600    1870.00     2.4950 
 10-10-84     1.3167     3.0780     1.2330     247.05     9.4300    1903.00     2.5375 
 10-17-84     1.3272     3.1210     1.2004     249.10     9.5575    1922.00     2.5580 
 10-24-84     1.3157     3.0232     1.2220     244.12     9.2750    1875.00     2.4850 
 10-31-84     1.3150     3.0305     1.2185     245.70     9.2950    1882.00     2.4940 
 11-07-84     1.3113     2.9385     1.2720     240.80     9.0100    1830.00     2.4170 
 11-14-84     1.3166     2.9730     1.2605     242.45     9.1270    1848.00     2.4500 
 11-21-84     1.3176     3.0185     1.2272     245.53     9.2525    1874.50     2.5020 
 11-28-84     1.3236     3.0715     1.2010     245.45     9.4100    1904.00     2.5210 
 12-05-84     1.3216     3.0790     1.2080     246.80     9.4300    1905.00     2.5450 
 12-12-84     1.3206     3.0865     1.1987     247.25     9.4640    1903.00     2.5550 
 12-19-84     1.3194     3.1000     1.1748     247.76     9.4900    1906.00     2.5580 
 12-26-84     1.3170     3.1260     1.1710     249.05     9.5750    1924.00     2.5760 
 01-02-85     1.3227     3.1730     1.1480     251.80     9.7150    1948.00     2.6170 
 01-09-85     1.3202     3.1630     1.1410     255.10     9.6875    1944.00     2.6520 
 01-16-85     1.3246     3.1900     1.1170     254.95     9.7650    1955.00     2.6765 
 01-23-85     1.3260     3.1820     1.1100     254.40     9.7240    1953.25     2.6835 
 01-30-85     1.3271     3.1695     1.1260     254.50     9.6830    1952.75     2.6760 
 02-06-85     1.3350     3.2230     1.1135     259.53     9.8525    1983.50     2.7375 
 02-13-85     1.3408     3.3020     1.0875     262.80    10.0775    2031.50     2.8120 
 02-20-85     1.3520     3.3370     1.0865     261.30    10.1925    2061.00     2.8230 
 02-27-85     1.3820     3.3350     1.0875     259.30    10.2000    2070.00     2.8400 
 03-06-85     1.4005     3.3850     1.0720     261.20    10.3400    2098.00     2.8980 
 03-13-85     1.3885     3.3570     1.0860     260.25    10.2450    2103.00     2.8500 
 03-20-85     1.3760     3.2580     1.1510     256.40     9.9725    2073.00     2.7550 
 03-27-85     1.3650     3.1270     1.2375     251.95     9.5500    1993.00     2.6500 
 04-03-85     1.3720     3.1220     1.2165     253.15     9.5300    1991.00     2.6420 
 04-10-85     1.3743     3.1350     1.2150     254.25     9.5610    2001.00     2.6530 
 04-17-85     1.3575     3.0370     1.2738     249.55     9.2600    1938.00     2.5310 
 04-24-85     1.3685     3.1190     1.2300     251.30     9.5100    1994.00     2.5950 
 05-01-85     1.3688     3.1490     1.2235     252.75     9.6025    2011.00     2.6400 
 05-08-85     1.3855     3.1935     1.2075     253.75     9.7400    2017.00     2.6860 
 05-15-85     1.3735     3.0770     1.2625     251.00     9.3850    1963.00     2.5810 
 05-22-85     1.3695     3.0790     1.2635     250.75     9.3775    1964.00     2.5880 
 05-29-85     1.3815     3.0790     1.2665     251.75     9.3900    1970.00     2.5900 
 06-05-85     1.3707     3.0740     1.2565     249.45     9.3775    1960.50     2.5840 
 06-12-85     1.3695     3.0895     1.2665     249.85     9.4100    1963.00     2.6010 
 06-19-85     1.3645     3.0200     1.3065     247.70     9.2100    1929.00     2.5300 
 06-26-85     1.3628     3.0440     1.2980     248.45     9.2790    1944.00     2.5350 
 07-03-85     1.3568     3.0335     1.3127     248.05     9.2375    1934.00     2.5420 
 07-10-85     1.3525     2.9380     1.3860     243.45     8.9375    1882.00     2.4510 
 07-17-85     1.3473     2.8370     1.4112     236.50     8.6160    1842.00     2.3350 
 07-24-85     1.3530     2.8885     1.3978     239.75     8.7800    1933.00     2.3690 
 07-31-85     1.3540     2.7995     1.4110     236.45     8.5425    1884.00     2.2940 
 08-07-85     1.3618     2.8470     1.3380     238.40     8.7025    1897.00     2.3620 
 08-14-85     1.3571     2.7910     1.3840     238.00     8.5350    1871.00     2.3020 
 
