INDEX	DATE	SPOT	FUTURES	RETSPOT	RETFUTURES
23      90.11280    23053.88000    23225.00000       -2.44083       -2.69741
23      90.11290    22712.60000    22885.00000       -1.49142       -1.47476
23      90.11300    22454.63000    22620.00000       -1.14230       -1.16472
24      90.12030    22725.99000    23005.00000        1.20124        1.68771
24      90.12040    21862.61000    22045.00000       -3.87313       -4.26258
24      90.12050    22193.72000    22435.00000        1.50315        1.75364
24      90.12060    22553.10000    22715.00000        1.60632        1.24033
24      90.12070    23522.49000    23510.00000        4.20845        3.44004
24      90.12100    23784.67000    23720.00000        1.10843        0.88927
24      90.12110    23956.97000    24495.00000        0.72180        1.93741
24      90.12120    23999.41000    24675.00000        0.17699        0.73216
24      90.12130    24642.97000    24990.00000        2.64624        1.26852
24      90.12140    24349.50000    24930.00000       -1.19804       -0.24038
24      90.12170    24087.91000    24660.00000       -1.08013       -1.08894
24      90.12180    24424.02000    25070.00000        1.38570        1.64894
24      90.12190    24876.78000    25520.00000        1.83678        1.77905
24      90.12200    24524.94000    25085.00000       -1.42443       -1.71924
24      90.12210    24119.60000    24790.00000       -1.66658       -1.18297
24      90.12260    23887.56000    24500.00000       -0.96670       -1.17672
24      90.12270    23940.70000    24780.00000        0.22221        1.13638
24      90.12280    23848.71000    24110.00000       -0.38498       -2.74102
25      91.01040    24069.18000    24660.00000        0.92021        2.25558
25      91.01070    23736.57000    24170.00000       -1.39153       -2.00703
25      91.01080    22897.84000    23285.00000       -3.59743       -3.73028
25      91.01090    22969.27000    23445.00000        0.31147        0.68479
25      91.01100    23047.36000    23485.00000        0.33940        0.17047
25      91.01110    23241.02000    23680.00000        0.83676        0.82689
25      91.01140    23213.23000    23510.00000       -0.11964       -0.72049
25      91.01160    22442.70000    22825.00000       -3.37570       -2.95694
25      91.01170    23446.81000    24015.00000        4.37691        5.08222
25      91.01180    23808.30000    24215.00000        1.52998        0.82936
25      91.01210    23352.19000    23740.00000       -1.93435       -1.98109
25      91.01220    23253.65000    23790.00000       -0.42287        0.21039
25      91.01230    23050.10000    23510.00000       -0.87920       -1.18395
25      91.01240    23269.01000    23760.00000        0.94523        1.05776
25      91.01250    23573.25000    23975.00000        1.29902        0.90081
25      91.01280    23569.44000    23870.00000       -0.01616       -0.43892
25      91.01290    23460.12000    23855.00000       -0.46490       -0.06286
25      91.01300    23409.61000    23795.00000       -0.21553       -0.25184
25      91.01310    23293.14000    23615.00000       -0.49877       -0.75934
26      91.02010    23156.70000    23570.00000       -0.58747       -0.19074
26      91.02040    23287.36000    23680.00000        0.56266        0.46561
26      91.02050    23821.57000    24160.00000        2.26807        2.00676
26      91.02060    23952.04000    24190.00000        0.54620        0.12410
26      91.02070    24104.43000    24425.00000        0.63421        0.96679
26      91.02080    24296.08000    24570.00000        0.79194        0.59190
26      91.02120    24935.01000    25190.00000        2.59578        2.49209
26      91.02130    25139.47000    25365.00000        0.81663        0.69232
26      91.02140    25356.37000    25440.00000        0.85909        0.29525
26      91.02180    26230.01000    26490.00000        3.38742        4.04446
26      91.02190    26166.98000    26520.00000       -0.24059        0.11319
26      91.02200    26198.79000    26495.00000        0.12149       -0.09431
26      91.02210    26024.37000    26320.00000       -0.66798       -0.66269
26      91.02220    25902.81000    26245.00000       -0.46819       -0.28536
26      91.02250    26462.76000    26830.00000        2.13870        2.20452
26      91.02260    26282.96000    26485.00000       -0.68176       -1.29421
26      91.02270    26094.25000    26315.00000       -0.72058       -0.64394
26      91.02280    26409.22000    26510.00000        1.19982        0.73829
27      91.03010    25881.57000    25975.00000       -2.01821       -2.03875
27      91.03040    25976.02000    26200.00000        0.36427        0.86249
27      91.03050    25913.48000    26175.00000       -0.24105       -0.09547
27      91.03060    26382.99000    26610.00000        1.79562        1.64823
27      91.03070    26397.96000    26420.00000        0.05673       -0.71658
27      91.03080    26607.52000    26600.00000        0.79071        0.67899
27      91.03110    26669.37000    26800.00000        0.23218        0.74907
27      91.03120    26727.42000    27300.00000        0.21743       -0.12812
27      91.03130    26418.32000    27070.00000       -1.16323       -0.84606
27      91.03140    26542.33000    27260.00000        0.46831        0.69943
27      91.03150    26843.10000    27650.00000        1.12680        1.42053
27      91.03180    27146.91000    27825.00000        1.12544        0.63092
27      91.03190    27006.66000    27755.00000       -0.51797       -0.25189
27      91.03200    26449.35000    27345.00000       -2.08519       -1.48823
27      91.03220    26613.19000    27430.00000        0.61754        0.31036
27      91.03250    26645.79000    27365.00000        0.12242       -0.23725
27      91.03260    26339.38000    27020.00000       -1.15660       -1.26875
27      91.03270    26104.65000    26705.00000       -0.89517       -1.17265
27      91.03280    26206.92000    26745.00000        0.39100        0.14967
28      91.04010    26007.40000    26385.00000       -0.76424       -1.35519
28      91.04020    26252.00000    26765.00000        0.93611        1.42994
28      91.04030    26780.06000    27245.00000        1.99154        1.77750
28      91.04040    26689.81000    27135.00000       -0.33757       -0.40456
28      91.04050    26767.33000    27305.00000        0.29003        0.62454
28      91.04080    26607.65000    26965.00000       -0.59833       -1.25301
28      91.04090    26317.39000    26865.00000       -1.09688       -0.37154
28      91.04100    26268.86000    26845.00000       -0.18457       -0.07447
28      91.04110    26425.19000    26705.00000        0.59335       -0.52288
28      91.04120    26582.50000    27095.00000        0.59354        1.44984
28      91.04150    26695.53000    27235.00000        0.42430        0.51537
28      91.04170    26980.37000    27410.00000        1.06134        0.64050
28      91.04180    26798.90000    27215.00000       -0.67487       -0.71396
28      91.04190    26541.97000    27095.00000       -0.96336       -0.44191
28      91.04220    26237.01000    26805.00000       -1.15562       -1.07608
28      91.04230    26491.57000    27015.00000        0.96556        0.78038
28      91.04240    26330.21000    26725.00000       -0.61096       -1.07928
28      91.04250    26038.86000    26590.00000       -1.11269       -0.50643
28      91.04260    26123.68000    26640.00000        0.32521        0.18786
28      91.04300    26111.25000    26415.00000       -0.04759       -0.84818
29      91.05020    26477.86000    26975.00000        1.39427        2.09785
29      91.05070    26342.14000    26735.00000       -0.51390       -0.89369
29      91.05080    26309.79000    26735.00000       -0.12288        0.00000
29      91.05090    26438.50000    26680.00000        0.48802       -0.20593
29      91.05100    26274.29000    26735.00000       -0.62304        0.20593
29      91.05130    26093.20000    26540.00000       -0.69162       -0.73205
29      91.05140    26030.08000    26410.00000       -0.24220       -0.49103
29      91.05150    25822.47000    26105.00000       -0.80077       -1.16159
29      91.05160    25520.27000    25870.00000       -1.17720       -0.90429
29      91.05170    25701.94000    26085.00000        0.70934        0.82764
29      91.05200    25523.03000    25680.00000       -0.69853       -1.56480
29      91.05210    25481.21000    25870.00000       -0.16399        0.73715
29      91.05220    25398.66000    25615.00000       -0.32449       -0.99059
29      91.05230    25643.65000    25935.00000        0.95996        1.24153
29      91.05240    25529.14000    25835.00000       -0.44754       -0.38632
29      91.05270    25425.88000    25660.00000       -0.40530       -0.67968
29      91.05290    25495.41000    25805.00000        0.27309        0.56349
29      91.05300    25647.40000    25905.00000        0.59438        0.38677
29      91.05310    25789.62000    26065.00000        0.55299        0.61574
30      91.06030    25912.61000    25835.00000        0.47576       -0.88633
30      91.06040    25556.86000    25755.00000       -1.38239       -0.31014
30      91.06050    25289.57000    25425.00000       -1.05137       -1.28958
30      91.06060    24984.12000    25240.00000       -1.21516       -0.73029
30      91.06070    25035.11000    25295.00000        0.20388        0.21767
30      91.06100    24598.38000    24665.00000       -1.75987       -2.52215
30      91.06110    24662.59000    25405.00000        0.26069        0.65160
30      91.06120    24482.69000    25240.00000       -0.73212       -0.65160
30      91.06130    24808.17000    25480.00000        1.32067        0.94638
30      91.06140    25093.89000    25630.00000        1.14514        0.58697
30      91.06170    24943.09000    25495.00000       -0.60276       -0.52812
30      91.06180    24685.47000    25200.00000       -1.03820       -1.16384
30      91.06190    23996.75000    24620.00000       -2.82964       -2.32849
30      91.06200    24082.26000    24710.00000        0.35571        0.36489
30      91.06210    24275.08000    24900.00000        0.79748        0.76598
30      91.06240    23765.46000    24900.00000       -2.12170        0.00000
30      91.06250    23907.42000    24500.00000        0.59556       -1.61947
30      91.06260    23766.38000    24115.00000       -0.59169       -1.58391
30      91.06270    23543.03000    23955.00000       -0.94422       -0.66570
30      91.06280    23290.96000    23745.00000       -1.07645       -0.88051
31      91.07010    24108.76000    24785.00000        3.45100        4.28666
31      91.07020    23995.76000    24525.00000       -0.46981       -1.05456
31      91.07030    23373.47000    23910.00000       -2.62755       -2.53962
31      91.07040    23135.61000    23610.00000       -1.02286       -1.26264
31      91.07050    22898.34000    23390.00000       -1.03086       -0.93618
31      91.07080    22176.17000    22625.00000       -3.20461       -3.32531
31      91.07090    22608.96000    23165.00000        1.93280        2.35870
31      91.07100    23121.30000    23410.00000        2.24080        1.05208
31      91.07110    22937.92000    23365.00000       -0.79628       -0.19241
31      91.07120    23137.78000    23550.00000        0.86753        0.78866
31      91.07150    23459.04000    24095.00000        1.37891        2.28785
31      91.07160    23375.15000    23700.00000       -0.35824       -1.65293
31      91.07170    23060.70000    23520.00000       -1.35436       -0.76239
31      91.07180    22908.71000    23295.00000       -0.66127       -0.96124
31      91.07190    22866.36000    23415.00000       -0.18504        0.51381
31      91.07220    22705.29000    23135.00000       -0.70689       -1.20302
31      91.07230    22758.98000    23295.00000        0.23619        0.68921
31      91.07240    23297.47000    23865.00000        2.33850        2.41742
31      91.07250    23332.71000    23605.00000        0.15115       -1.09544
31      91.07260    23519.07000    23925.00000        0.79553        1.34654
31      91.07290    23443.58000    23930.00000       -0.32149        0.02090
31      91.07300    23872.63000    24285.00000        1.81359        1.47260
31      91.07310    24120.75000    24370.00000        1.03399        0.34940
32      91.08010    24072.73000    24280.00000       -0.19928       -0.36999
32      91.08020    24027.97000    24400.00000       -0.18611        0.49302
32      91.08050    23833.25000    24105.00000       -0.81369       -1.21638
32      91.08060    23464.96000    23820.00000       -1.55734       -1.18937
32      91.08070    23691.02000    24115.00000        0.95878        1.23085
32      91.08080    23482.46000    23910.00000       -0.88423       -0.85373
32      91.08090    23434.62000    23910.00000       -0.20393        0.00000
32      91.08120    22985.67000    23200.00000       -1.93434       -3.01445
32      91.08130    22872.00000    23275.00000       -0.49575        0.32275
32      91.08140    23393.30000    23555.00000        2.25362        1.19583
32      91.08150    23018.68000    23415.00000       -1.61436       -0.59613
32      91.08160    22814.37000    23155.00000       -0.89155       -1.11661
32      91.08190    21456.76000    21575.00000       -6.13509       -7.06755
32      91.08200    21687.06000    22105.00000        1.06760        2.42686
32      91.08210    22051.60000    22345.00000        1.66694        1.07988
32      91.08220    22515.77000    22865.00000        2.08308        2.30048
32      91.08230    22065.34000    22165.00000       -2.02079       -3.10929
32      91.08260    21592.27000    21850.00000       -2.16727       -1.43135
32      91.08270    21641.30000    21905.00000        0.22681        0.25140
32      91.08280    21621.63000    21970.00000       -0.09093        0.29630
32      91.08290    22002.17000    22285.00000        1.74469        1.42359
32      91.08300    22335.87000    22445.00000        1.50528        0.71541
33      91.09020    22469.01000    22775.00000        0.59431        1.45956
33      91.09030    22469.80000    22525.00000        0.00352       -1.10376
33      91.09040    22402.69000    22495.00000       -0.29911       -0.13327
33      91.09050    22499.65000    22755.00000        0.43187        1.14918
33      91.09060    22692.60000    22805.00000        0.85391        0.21949
33      91.09090    22573.98000    22665.00000       -0.52410       -0.61579
33      91.09100    22411.58000    22555.00000       -0.72201       -0.48651
33      91.09110    22504.79000    23275.00000        0.41504        0.23658
33      91.09120    22530.20000    23285.00000        0.11285        0.04296
33      91.09130    23134.43000    24135.00000        2.64654        3.58537
33      91.09170    23443.61000    24135.00000        1.32760        0.00000
33      91.09180    23317.78000    24170.00000       -0.53818        0.14491
33      91.09190    23332.31000    24065.00000        0.06229       -0.43537
33      91.09200    23192.74000    24025.00000       -0.59998       -0.16635
33      91.09240    23333.70000    24305.00000        0.60594        1.15871
33      91.09250    23577.42000    24335.00000        1.03908        0.12336
33      91.09260    23968.08000    24705.00000        1.64335        1.50900
33      91.09270    23969.47000    24620.00000        0.00580       -0.34465
33      91.09300    23916.44000    24505.00000       -0.22148       -0.46819
34      91.10010    24377.01000    24935.00000        1.90744        1.73953
34      91.10020    24375.11000    24835.00000       -0.00779       -0.40185
34      91.10030    24711.44000    25195.00000        1.37038        1.43916
34      91.10040    24596.90000    24950.00000       -0.46459       -0.97717
34      91.10070    24330.83000    24795.00000       -1.08761       -0.62318
34      91.10080    24155.62000    24555.00000       -0.72272       -0.97265
34      91.10090    24485.26000    24690.00000        1.35542        0.54828
34      91.10110    24157.72000    24530.00000       -1.34673       -0.65014
34      91.10140    23860.67000    24315.00000       -1.23725       -0.88034
34      91.10150    24307.65000    24715.00000        1.85596        1.63169
34      91.10160    24334.67000    24670.00000        0.11110       -0.18224
34      91.10170    24439.85000    24970.00000        0.43129        1.20872
34      91.10180    24894.82000    25320.00000        1.84448        1.39195
34      91.10210    25016.81000    25270.00000        0.48882       -0.19767
34      91.10220    24954.66000    25230.00000       -0.24874       -0.15842
34      91.10230    24799.94000    25240.00000       -0.62193        0.03963
34      91.10240    24949.26000    25410.00000        0.60029        0.67128
34      91.10250    24906.43000    25315.00000       -0.17182       -0.37457
34      91.10280    24901.72000    25410.00000       -0.01891        0.37457
34      91.10290    25140.61000    25605.00000        0.95476        0.76448
34      91.10300    24981.18000    25375.00000       -0.63617       -0.90232
34      91.10310    25222.28000    25460.00000        0.96050        0.33442
35      91.11010    25044.24000    25385.00000       -0.70839       -0.29501
35      91.11060    24750.20000    25035.00000       -1.18103       -1.38836
35      91.11070    24446.76000    24930.00000       -1.23359       -0.42029
35      91.11080    24486.49000    24640.00000        0.16238       -1.17008
35      91.11110    24232.99000    24595.00000       -1.04066       -0.18280
35      91.11120    24667.73000    25015.00000        1.77810        1.69325
35      91.11130    24416.23000    24670.00000       -1.02478       -1.38877
35      91.11140    24176.54000    24480.00000       -0.98653       -0.77315
35      91.11150    24099.18000    24305.00000       -0.32049       -0.71744
35      91.11180    23400.12000    23660.00000       -2.94367       -2.68962
35      91.11190    23326.86000    23375.00000       -0.31357       -1.21188
35      91.11200    23199.86000    23445.00000       -0.54592        0.29902
35      91.11210    23177.84000    23270.00000       -0.09496       -0.74923
35      91.11220    23117.39000    23135.00000       -0.26115       -0.58184
35      91.11250    22868.69000    22985.00000       -1.08164       -0.65048
35      91.11260    23112.09000    23370.00000        1.05871        1.66113
35      91.11270    22973.28000    22970.00000       -0.60241       -1.72641
35      91.11280    22780.42000    22860.00000       -0.84304       -0.48004
35      91.11290    22687.35000    22555.00000       -0.40939       -1.34319
36      91.12020    21992.29000    21905.00000       -3.11156       -2.92418
36      91.12030    22166.83000    22315.00000        0.79051        1.85442
36      91.12040    22669.44000    22835.00000        2.24207        2.30353
36      91.12050    22459.17000    22555.00000       -0.93188       -1.23377
36      91.12060    22445.06000    22390.00000       -0.06284       -0.73423
36      91.12090    22352.88000    22360.00000       -0.41154       -0.13408
36      91.12100    21953.06000    21810.00000       -1.80486       -2.49051
36      91.12110    21502.90000    21900.00000       -2.07187       -1.40560
36      91.12120    21712.57000    22265.00000        0.97035        1.65293
36      91.12130    22754.90000    23065.00000        4.68892        3.53004
36      91.12160    22836.67000    23260.00000        0.35871        0.84188
36      91.12170    22736.29000    23065.00000       -0.44053       -0.84188
36      91.12180    22629.90000    22745.00000       -0.46903       -1.39710
36      91.12190    21991.19000    22465.00000       -2.86301       -1.23868
36      91.12200    21777.12000    22010.00000       -0.97820       -2.04616
36      91.12240    21664.53000    22100.00000       -0.51835        0.40807
36      91.12260    22555.07000    22905.00000        4.02835        3.57776
36      91.12270    22437.32000    22785.00000       -0.52342       -0.52528
36      91.12300    22983.77000    23390.00000        2.40627        2.62062
37      92.01060    23801.18000    24260.00000        3.49468        3.65203
37      92.01070    23566.39000    23845.00000       -0.99136       -1.72544
37      92.01080    22715.00000    22960.00000       -3.67960       -3.78210
38      92.01090    23113.64000    23155.00000        1.73974        0.84572
38      92.01100    22381.90000    22415.00000       -3.21703       -3.24804
38      92.01130    21696.86000    21885.00000       -3.10850       -2.39289
38      92.01140    21775.13000    22130.00000        0.36009        1.11327
38      92.01160    21612.19000    21715.00000       -0.75110       -1.89309
38      92.01170    21321.37000    21420.00000       -1.35477       -1.36782
38      92.01200    20913.82000    21210.00000       -1.92997       -0.98523
38      92.01210    20858.30000    21060.00000       -0.26582       -0.70973
38      92.01220    21534.12000    21905.00000        3.18867        3.93394
38      92.01230    21580.72000    21745.00000        0.21617       -0.73311
38      92.01240    21072.15000    21305.00000       -2.38481       -2.04421
38      92.01270    21007.11000    21245.00000       -0.30913       -0.28202
38      92.01280    21390.52000    21555.00000        1.80869        1.44862
38      92.01290    21362.26000    21655.00000       -0.13220        0.46286
38      92.01300    21557.67000    21800.00000        0.91059        0.66736
38      92.01310    22023.05000    22360.00000        2.13580        2.53637
39      92.02030    22139.59000    22195.00000        0.52778       -0.74066
39      92.02060    22104.92000    22430.00000       -0.15672        1.05323
39      92.02070    22107.12000    22340.00000        0.00995       -0.40206
39      92.02100    21819.52000    21940.00000       -1.30947       -1.80673
39      92.02120    21541.64000    21605.00000       -1.28172       -1.53867
39      92.02130    21391.02000    21685.00000       -0.70166        0.36960
39      92.02140    20883.86000    21045.00000       -2.39946       -2.99578
39      92.02170    21324.98000    21435.00000        2.09025        1.83621
39      92.02180    20872.03000    20910.00000       -2.14692       -2.47976
39      92.02190    20618.30000    20670.00000       -1.22310       -1.15441
39      92.02200    20771.92000    20895.00000        0.74230        1.08265
39      92.02210    21291.81000    21365.00000        2.47204        2.22442
39      92.02240    20973.24000    20995.00000       -1.50752       -1.74698
39      92.02250    21025.55000    21190.00000        0.24910        0.92451
39      92.02260    21364.77000    21495.00000        1.60049        1.42910
39      92.02270    21333.70000    21425.00000       -0.14553       -0.32619
39      92.02280    21338.81000    21495.00000        0.02395        0.32619
40      92.03020    21487.82000    21640.00000        0.69588        0.67231
40      92.03030    21051.71000    21055.00000       -2.05045       -2.74054
40      92.03040    21105.42000    21200.00000        0.25481        0.68631
40      92.03050    20864.42000    20955.00000       -1.14846       -1.16239
40      92.03060    20992.99000    21065.00000        0.61433        0.52356
40      92.03090    20797.68000    20855.00000       -0.93471       -1.00192
40      92.03100    20854.59000    20870.00000        0.27326        0.07190
40      92.03110    20592.14000    20840.00000       -1.26646       -1.07387
40      92.03120    20561.88000    20810.00000       -0.14706       -0.14406
40      92.03130    20456.06000    20565.00000       -0.51597       -1.18430
40      92.03160    19837.16000    20075.00000       -3.07222       -2.41153
40      92.03170    19917.63000    20060.00000        0.40483       -0.07475
40      92.03180    19764.31000    19905.00000       -0.77275       -0.77568
40      92.03190    20185.09000    20465.00000        2.10664        2.77452
40      92.03230    20239.60000    20395.00000        0.26969       -0.34263
40      92.03240    19891.57000    20135.00000       -1.73451       -1.28302
40      92.03250    20226.78000    20455.00000        1.67114        1.57678
40      92.03260    19885.49000    20185.00000       -1.70171       -1.32876
40      92.03270    19636.99000    19880.00000       -1.25753       -1.52256
40      92.03300    19669.31000    20025.00000        0.16445        0.72673
40      92.03310    19345.95000    19495.00000       -1.65765       -2.68235
41      92.04010    18581.79000    18895.00000       -4.03010       -3.12607
41      92.04020    18286.03000    18535.00000       -1.60447       -1.92365
41      92.04030    18559.71000    18715.00000        1.48557        0.96645
41      92.04060    18436.37000    18591.00000       -0.66678       -0.66477
41      92.04070    17791.55000    17965.00000       -3.56017       -3.42522
41      92.04080    17175.53000    17345.00000       -3.52379       -3.51211
41      92.04090    16598.15000    16705.00000       -3.41945       -3.75962
41      92.04100    17850.66000    18015.00000        7.27492        7.54967
41      92.04130    17236.65000    17310.00000       -3.50026       -3.99204
41      92.04140    17439.58000    17715.00000        1.17044        2.31274
41      92.04150    17948.01000    18045.00000        2.87369        1.84569
41      92.04160    17959.76000    18070.00000        0.06545        0.13845
41      92.04200    17071.36000    17176.00000       -5.07315       -5.07400
41      92.04210    16787.33000    17030.00000       -1.67778       -0.85366
41      92.04220    16839.12000    17040.00000        0.30803        0.05870
41      92.04230    17402.05000    17515.00000        3.28833        2.74941
41      92.04240    17542.45000    17640.00000        0.80356        0.71114
41      92.04270    17450.52000    17595.00000       -0.52542       -0.25543
41      92.04280    17527.40000    17620.00000        0.43959        0.14198
41      92.04300    17390.71000    17415.00000       -0.78292       -1.17027
42      92.05060    17878.66000    17955.00000        2.76717        3.05367
42      92.05070    18410.88000    18489.00000        2.93340        2.93073
42      92.05080    18375.95000    18480.00000       -0.18990       -0.04869
42      92.05110    18608.09000    18610.00000        1.25537        0.70100
42      92.05120    18508.53000    18630.00000       -0.53647        0.10741
42      92.05130    18768.57000    18925.00000        1.39520        1.57106
42      92.05140    18804.60000    18875.00000        0.19179       -0.26455
42      92.05150    18074.27000    18120.00000       -3.96121       -4.08220
42      92.05190    18754.11000    18895.00000        3.69235        4.18810
42      92.05200    18674.93000    18715.00000       -0.42309       -0.95720
42      92.05210    18691.29000    18745.00000        0.08757        0.16017
42      92.05220    18221.00000    18305.00000       -2.54829       -2.37528
42      92.05250    18555.00000    18590.00000        1.81645        1.54496
42      92.05260    18204.64000    18235.00000       -1.90628       -1.92810
42      92.05270    17822.56000    17720.00000       -2.12114       -2.86489
42      92.05280    17931.25000    17995.00000        0.60799        1.54000
42      92.05290    18347.75000    18365.00000        2.29620        2.03527
43      92.06010    18004.11000    18025.00000       -1.89069       -1.86870
43      92.06020    18125.55000    18220.00000        0.67225        1.07602
43      92.06030    18188.68000    18160.00000        0.34769       -0.32985
43      92.06040    17964.07000    17900.00000       -1.24258       -1.44207
43      92.06050    17790.04000    17770.00000       -0.97349       -0.72891
43      92.06080    17655.06000    17640.00000       -0.76163       -0.73426
43      92.06090    17845.04000    17875.00000        1.07032        1.32340
43      92.06100    17742.87000    17890.00000       -0.57419       -1.00112
43      92.06110    17709.05000    17975.00000       -0.19079        0.47400
43      92.06120    17383.68000    17425.00000       -1.85440       -3.10759
43      92.06150    16953.23000    17025.00000       -2.50735       -2.32231
43      92.06160    16953.53000    16995.00000        0.00177       -0.17637
43      92.06170    16445.80000    16520.00000       -3.04059       -2.83474
43      92.06180    16045.56000    16215.00000       -2.46379       -1.86350
43      92.06190    16519.87000    16660.00000        2.91317        2.70739
43      92.06220    15921.22000    16010.00000       -3.69111       -3.97971
43      92.06230    16106.99000    16220.00000        1.16005        1.30315
43      92.06240    15853.67000    15865.00000       -1.58523       -2.21296
43      92.06250    16143.72000    16145.00000        1.81301        1.74950
43      92.06260    15812.73000    15935.00000       -2.07158       -1.30925
43      92.06290    15741.27000    15805.00000       -0.45294       -0.81916
43      92.06300    15951.73000    16000.00000        1.32814        1.22624
44      92.07010    16325.07000    16375.00000        2.31347        2.31671
44      92.07020    16757.63000    16809.00000        2.61517        2.61587
44      92.07030    16717.78000    16800.00000       -0.23809       -0.05356
44      92.07060    16657.07000    16765.00000       -0.36381       -0.20855
44      92.07070    16459.55000    16545.00000       -1.19289       -1.32094
44      92.07080    16600.26000    16685.00000        0.85125        0.84262
44      92.07090    16848.66000    16855.00000        1.48528        1.01372
44      92.07100    16783.72000    16825.00000       -0.38618       -0.17815
44      92.07130    17201.73000    17285.00000        2.46006        2.69732
44      92.07140    17064.63000    17105.00000       -0.80021       -1.04683
44      92.07150    17116.92000    17195.00000        0.30595        0.52478
44      92.07160    16987.66000    17045.00000       -0.75802       -0.87617
44      92.07170    16548.07000    16604.00000       -2.62177       -2.62133
44      92.07200    15884.48000    15905.00000       -4.09269       -4.30101
44      92.07210    16002.41000    16105.00000        0.73968        1.24963
44      92.07220    15541.95000    15642.00000       -2.91965       -2.91702
44      92.07230    16039.94000    16143.00000        3.15390        3.15269
44      92.07240    15497.79000    15597.00000       -3.43844       -3.44079
44      92.07270    15373.34000    15472.00000       -0.80626       -0.80466
44      92.07280    15426.64000    15490.00000        0.34610        0.11627
44      92.07290    15095.95000    15155.00000       -2.16694       -2.18641
44      92.07300    15555.60000    15585.00000        2.99942        2.79784
44      92.07310    15910.28000    15940.00000        2.25447        2.25228
45      92.08030    15709.45000    15739.00000       -1.27030       -1.26900
45      92.08040    15692.59000    15835.00000       -0.10738        0.60810
45      92.08050    15983.64000    16035.00000        1.83771        1.25512
45      92.08060    15926.44000    15978.00000       -0.35851       -0.35611
45      92.08070    15518.27000    15569.00000       -2.59626       -2.59310
45      92.08100    15066.34000    15130.00000       -2.95549       -2.86022
45      92.08110    14822.56000    14855.00000       -1.63128       -1.83430
45      92.08120    14773.79000    14845.00000       -0.32957       -0.06734
45      92.08130    14768.17000    14790.00000       -0.03805       -0.37118
45      92.08140    14820.25000    14945.00000        0.35203        1.04255
45      92.08170    14929.55000    15055.00000        0.73480        0.73334
45      92.08180    14309.41000    14375.00000       -4.24251       -4.62196
45      92.08190    14650.74000    14685.00000        2.35735        2.13360
45      92.08200    15267.76000    15365.00000        4.12526        4.52656
45      92.08210    16216.88000    16355.00000        6.03093        6.24415
45      92.08240    16627.96000    16675.00000        2.50329        1.93769
45      92.08250    16380.77000    16505.00000       -1.49775       -1.02472
45      92.08260    16541.65000    16650.00000        0.97734        0.87469
45      92.08270    17555.00000    17605.00000        5.94574        5.57727
45      92.08280    17970.79000    17790.00000        2.34089        1.04535
45      92.08310    18061.12000    18040.00000        0.50139        1.39550
46      92.09010    17740.06000    17680.00000       -1.79362       -2.01575
46      92.09020    17587.72000    17575.00000       -0.86244       -0.59566
46      92.09030    18386.49000    18450.00000        4.44152        4.85869
46      92.09040    18555.30000    18765.00000        0.91393        1.69291
46      92.09070    18440.18000    18405.00000       -0.62235       -1.93711
46      92.09080    18282.42000    18245.00000       -0.85920       -0.87313
46      92.09090    18875.55000    19140.00000        3.19275        4.26959
46      92.09100    18908.47000    19095.00000        0.17425       -0.23539
46      92.09110    18107.69000    18265.00000       -4.32733       -4.44399
46      92.09140    18471.40000    18775.00000        1.98869        2.75395
46      92.09160    17944.70000    18080.00000       -2.89288       -3.77198
46      92.09170    18116.52000    18230.00000        0.95294        0.82622
46      92.09180    18166.80000    18315.00000        0.27715        0.46518
46      92.09210    18066.24000    18215.00000       -0.55507       -0.54750
46      92.09220    18282.72000    18470.00000        1.19113        1.39024
46      92.09240    18609.95000    18765.00000        1.77400        1.58456
46      92.09250    18394.76000    18485.00000       -1.16305       -1.50338
46      92.09280    17972.61000    18055.00000       -2.32169       -2.35369
46      92.09290    17748.09000    17935.00000       -1.25710       -0.66685
46      92.09300    17399.08000    17582.00000       -1.98606       -1.98785
47      92.10010    17369.91000    17485.00000       -0.16779       -0.55323
47      92.10020    17324.07000    17440.00000       -0.26425       -0.25770
47      92.10050    17101.50000    17205.00000       -1.29307       -1.35664
47      92.10060    17268.10000    17325.00000        0.96947        0.69505
47      92.10070    17111.74000    17185.00000       -0.90961       -0.81136
47      92.10080    17335.51000    17350.00000        1.29922        0.95556
47      92.10090    17059.78000    17240.00000       -1.60334       -0.63602
47      92.10120    17302.01000    17410.00000        1.40990        0.98125
47      92.10130    17490.67000    17675.00000        1.08449        1.51065
47      92.10140    17344.03000    17425.00000       -0.84192       -1.42453
47      92.10160    17369.81000    17451.00000        0.14853        0.14910
47      92.10190    16903.81000    16945.00000       -2.71946       -2.94241
47      92.10200    16987.66000    17029.00000        0.49482        0.49450
47      92.10210    17141.52000    17150.00000        0.90164        0.70804
47      92.10220    17013.04000    17050.00000       -0.75235       -0.58480
47      92.10230    17117.65000    17165.00000        0.61300        0.67222
47      92.10260    17011.33000    17070.00000       -0.62305       -0.55499
47      92.10270    17185.26000    17220.00000        1.01724        0.87490
47      92.10280    17068.41000    17155.00000       -0.68227       -0.37818
47      92.10290    16937.71000    16990.00000       -0.76869       -0.96647
47      92.10300    16767.40000    16775.00000       -1.01060       -1.27353
48      92.11020    16853.36000    16880.00000        0.51135        0.62398
48      92.11040    17065.20000    17095.00000        1.24913        1.26565
48      92.11050    17031.59000    17090.00000       -0.19714       -0.02925
